1,1.08333,30.12500,49.12500,4.50000
1,1.12500,29.60863,42.74931,4.50000
1,1.16667,26.92100,37.27010,4.50000
1,1.20833,22.62001,33.28783,4.50000
1,1.25000,17.31123,31.29279,4.50000
1,1.29167,11.79755,31.78407,4.50000
1,1.33333,6.98840,34.47246,4.50000
1,1.37500,3.30998,38.64119,4.50000
1,1.41667,1.75279,44.08573,4.50000
1,1.45833,2.02660,49.85974,4.50000
1,1.50000,4.61317,55.16950,4.50000
1,1.54167,8.84991,59.40773,4.50000
1,1.58333,14.31693,61.95481,4.50000
1,1.62500,20.29531,62.52171,4.50000
1,1.66667,26.00468,61.01889,4.50000
1,1.70833,30.82278,57.87843,4.50000
1,1.75000,34.15139,53.46240,4.50000
1,1.79167,35.82848,48.43853,4.50000
1,1.83333,35.61467,43.42648,4.50000
1,1.87500,33.78342,39.02289,4.50000
1,1.91667,30.55346,35.86110,4.50000
1,1.95833,26.49073,34.35831,4.50000
1,2.00000,22.25569,34.55439,4.50000
1,2.04167,18.52766,36.53111,4.50000
1,2.08333,16.00510,40.00185,4.50000
1,2.12500,14.86637,44.25577,4.50000
1,2.16667,15.20121,48.77904,4.50000
1,2.20833,17.20062,52.99860,4.50000
1,2.25000,20.67603,56.26973,4.50000
1,2.29167,25.10860,58.16756,4.50000
1,2.33333,29.89373,58.78482,4.50000
1,2.37500,34.51242,57.72055,4.50000
1,2.41667,38.40916,55.27821,4.50000
1,2.45833,41.06094,51.78560,4.50000
1,2.50000,42.33353,47.83125,4.50000
1,2.54167,42.09082,43.95086,4.50000
1,2.58333,40.64601,40.58344,4.50000
1,2.62500,38.33238,37.94105,4.50000
1,2.66667,35.22254,36.92186,4.50000
1,2.70833,33.00000,36.93052,4.50000
1,2.75000,30.08650,38.30591,4.50000
1,2.79167,28.23384,41.03571,4.50000
1,2.83333,27.42210,44.35898,4.50000
1,2.87500,27.99759,47.88965,4.50000
1,2.91667,29.84113,51.11622,4.50000
1,2.95833,32.55173,53.80155,4.50000
1,3.00000,36.13659,55.27050,4.50000
1,3.04167,39.99122,55.80508,4.50000
1,3.08333,43.71059,54.95808,4.50000
1,3.12500,46.79256,52.95731,4.50000
1,3.16667,49.21194,50.34684,4.50000
1,3.20833,50.51089,47.27245,4.50000
1,3.25000,50.67069,44.16995,4.50000
1,3.29167,49.66695,41.51557,4.50000
1,3.33333,47.81197,39.66895,4.50000
1,3.37500,45.50417,38.76190,4.50000
1,3.41667,43.10540,38.95898,4.50000
1,3.45833,40.99669,40.15647,4.50000
1,3.50000,39.57750,42.23678,4.50000
1,3.54167,38.86735,44.78610,4.50000
1,3.58333,39.29141,47.56123,4.50000
1,3.62500,40.87243,50.07217,4.50000
1,3.66667,43.20992,52.06029,4.50000
1,3.70833,46.12970,53.18988,4.50000
1,3.75000,49.25707,53.40850,4.50000
1,3.79167,52.24962,52.67871,4.50000
1,3.83333,54.93456,51.30035,4.50000
1,3.87500,56.99907,49.28731,4.50000
1,3.91667,57.92676,46.85767,4.50000
1,3.95833,58.09721,44.44154,4.50000
1,4.00000,57.48864,42.30608,4.50000
1,4.04167,56.08281,40.94688,4.50000
1,4.08333,54.40395,40.09806,4.50000
1,4.12500,52.62440,40.23946,4.50000
1,4.16667,51.06266,41.15913,4.50000
1,4.20833,49.84740,42.63162,4.50000
1,4.25000,49.40913,44.63532,4.50000
1,4.29167,50.00567,46.79578,4.50000
1,4.33333,51.21865,48.82467,4.50000
1,4.37500,53.16917,50.36244,4.50000
1,4.41667,55.51407,51.35793,4.50000
1,4.45833,58.06497,51.46334,4.50000
1,4.50000,60.53448,50.95502,4.50000
1,4.54167,62.67107,49.79849,4.50000
1,4.58333,64.19130,48.12065,4.50000
1,4.62500,65.24863,46.23899,4.50000
1,4.66667,65.54278,44.32820,4.50000
1,4.70833,64.99400,42.78396,4.50000
1,4.75000,63.98017,41.74092,4.50000
1,4.79167,62.74104,41.19531,4.50000
1,4.83333,61.42208,41.17887,4.50000
1,4.87500,60.37727,42.02763,4.50000
1,4.91667,59.65289,43.28017,4.50000
1,4.95833,59.29295,44.81902,4.50000
1,5.00000,59.70355,46.52630,4.50000
1,5.04167,60.88224,48.05104,4.50000
1,5.08333,62.47786,49.29055,4.50000
1,5.12500,64.42142,50.05207,4.50000
1,5.16667,66.51900,50.24982,4.50000
1,5.20833,68.56060,49.87129,4.50000
1,5.25000,70.28262,48.91048,4.50000
1,5.29167,71.65968,47.63869,4.50000
